"""ID"";""CategoryDrivingLicence"";""AgeDrivingLicenseHolder"";""Region"";""Periods"";""PeopleWithADrivingLicence_1"""
"""7746"";""A028203"";""60500"";""LD99  "";""2020JJ00"";""      56"""
"""7747"";""A028203"";""60500"";""LD99  "";""2021JJ00"";""      53"""
"""7748"";""A028203"";""60500"";""LD99  "";""2022JJ00"";""      51"""
"""7749"";""A028203"";""60500"";""PV20  "";""2014JJ00"";""    1032"""
"""7750"";""A028203"";""60500"";""PV20  "";""2015JJ00"";""     715"""
"""7751"";""A028203"";""60500"";""PV20  "";""2016JJ00"";""     597"""
"""7752"";""A028203"";""60500"";""PV20  "";""2017JJ00"";""     532"""
"""7753"";""A028203"";""60500"";""PV20  "";""2018JJ00"";""     496"""
"""7754"";""A028203"";""60500"";""PV20  "";""2019JJ00"";""     469"""
"""7755"";""A028203"";""60500"";""PV20  "";""2020JJ00"";""     426"""
"""7756"";""A028203"";""60500"";""PV20  "";""2021JJ00"";""     415"""
"""7757"";""A028203"";""60500"";""PV20  "";""2022JJ00"";""     397"""
"""7758"";""A028203"";""60500"";""PV21  "";""2014JJ00"";""    1741"""
"""7759"";""A028203"";""60500"";""PV21  "";""2015JJ00"";""    1282"""
"""7760"";""A028203"";""60500"";""PV21  "";""2016JJ00"";""    1059"""
"""7761"";""A028203"";""60500"";""PV21  "";""2017JJ00"";""     917"""
"""7762"";""A028203"";""60500"";""PV21  "";""2018JJ00"";""     836"""
"""7763"";""A028203"";""60500"";""PV21  "";""2019JJ00"";""     781"""
"""7764"";""A028203"";""60500"";""PV21  "";""2020JJ00"";""     722"""
"""7765"";""A028203"";""60500"";""PV21  "";""2021JJ00"";""     663"""
"""7766"";""A028203"";""60500"";""PV21  "";""2022JJ00"";""     587"""
"""7767"";""A028203"";""60500"";""PV22  "";""2014JJ00"";""    1169"""
"""7768"";""A028203"";""60500"";""PV22  "";""2015JJ00"";""     817"""
"""7769"";""A028203"";""60500"";""PV22  "";""2016JJ00"";""     635"""
"""7770"";""A028203"";""60500"";""PV22  "";""2017JJ00"";""     550"""
"""7771"";""A028203"";""60500"";""PV22  "";""2018JJ00"";""     473"""
"""7772"";""A028203"";""60500"";""PV22  "";""2019JJ00"";""     440"""
"""7773"";""A028203"";""60500"";""PV22  "";""2020JJ00"";""     394"""
"""7774"";""A028203"";""60500"";""PV22  "";""2021JJ00"";""     368"""
"""7775"";""A028203"";""60500"";""PV22  "";""2022JJ00"";""     340"""
"""7776"";""A028203"";""60500"";""PV23  "";""2014JJ00"";""    2169"""
"""7777"";""A028203"";""60500"";""PV23  "";""2015JJ00"";""    1548"""
"""7778"";""A028203"";""60500"";""PV23  "";""2016JJ00"";""    1261"""
"""7779"";""A028203"";""60500"";""PV23  "";""2017JJ00"";""    1122"""
"""7780"";""A028203"";""60500"";""PV23  "";""2018JJ00"";""    1016"""
"""7781"";""A028203"";""60500"";""PV23  "";""2019JJ00"";""     927"""
"""7782"";""A028203"";""60500"";""PV23  "";""2020JJ00"";""     847"""
"""7783"";""A028203"";""60500"";""PV23  "";""2021JJ00"";""     759"""
"""7784"";""A028203"";""60500"";""PV23  "";""2022JJ00"";""     663"""
"""7785"";""A028203"";""60500"";""PV24  "";""2014JJ00"";""     831"""
"""7786"";""A028203"";""60500"";""PV24  "";""2015JJ00"";""     639"""
"""7787"";""A028203"";""60500"";""PV24  "";""2016JJ00"";""     563"""
"""7788"";""A028203"";""60500"";""PV24  "";""2017JJ00"";""     521"""
"""7789"";""A028203"";""60500"";""PV24  "";""2018JJ00"";""     481"""
"""7790"";""A028203"";""60500"";""PV24  "";""2019JJ00"";""     478"""
"""7791"";""A028203"";""60500"";""PV24  "";""2020JJ00"";""     447"""
"""7792"";""A028203"";""60500"";""PV24  "";""2021JJ00"";""     436"""
"""7793"";""A028203"";""60500"";""PV24  "";""2022JJ00"";""     397"""
"""7794"";""A028203"";""60500"";""PV25  "";""2014JJ00"";""    4298"""
"""7795"";""A028203"";""60500"";""PV25  "";""2015JJ00"";""    2909"""
"""7796"";""A028203"";""60500"";""PV25  "";""2016JJ00"";""    2248"""
"""7797"";""A028203"";""60500"";""PV25  "";""2017JJ00"";""    1910"""
"""7798"";""A028203"";""60500"";""PV25  "";""2018JJ00"";""    1741"""
"""7799"";""A028203"";""60500"";""PV25  "";""2019JJ00"";""    1560"""
"""7800"";""A028203"";""60500"";""PV25  "";""2020JJ00"";""    1467"""
"""7801"";""A028203"";""60500"";""PV25  "";""2021JJ00"";""    1322"""
"""7802"";""A028203"";""60500"";""PV25  "";""2022JJ00"";""    1187"""
"""7803"";""A028203"";""60500"";""PV26  "";""2014JJ00"";""    2010"""
"""7804"";""A028203"";""60500"";""PV26  "";""2015JJ00"";""    1410"""
"""7805"";""A028203"";""60500"";""PV26  "";""2016JJ00"";""    1165"""
"""7806"";""A028203"";""60500"";""PV26  "";""2017JJ00"";""    1038"""
"""7807"";""A028203"";""60500"";""PV26  "";""2018JJ00"";""     986"""
"""7808"";""A028203"";""60500"";""PV26  "";""2019JJ00"";""     930"""
"""7809"";""A028203"";""60500"";""PV26  "";""2020JJ00"";""     914"""
"""7810"";""A028203"";""60500"";""PV26  "";""2021JJ00"";""     878"""
"""7811"";""A028203"";""60500"";""PV26  "";""2022JJ00"";""     821"""
"""7812"";""A028203"";""60500"";""PV27  "";""2014JJ00"";""    4699"""
"""7813"";""A028203"";""60500"";""PV27  "";""2015JJ00"";""    3481"""
"""7814"";""A028203"";""60500"";""PV27  "";""2016JJ00"";""    2894"""
"""7815"";""A028203"";""60500"";""PV27  "";""2017JJ00"";""    2627"""
"""7816"";""A028203"";""60500"";""PV27  "";""2018JJ00"";""    2434"""
"""7817"";""A028203"";""60500"";""PV27  "";""2019JJ00"";""    2240"""
"""7818"";""A028203"";""60500"";""PV27  "";""2020JJ00"";""    2251"""
"""7819"";""A028203"";""60500"";""PV27  "";""2021JJ00"";""    2222"""
"""7820"";""A028203"";""60500"";""PV27  "";""2022JJ00"";""    2101"""
"""7821"";""A028203"";""60500"";""PV28  "";""2014JJ00"";""    6156"""
"""7822"";""A028203"";""60500"";""PV28  "";""2015JJ00"";""    4371"""
"""7823"";""A028203"";""60500"";""PV28  "";""2016JJ00"";""    3517"""
"""7824"";""A028203"";""60500"";""PV28  "";""2017JJ00"";""    3116"""
"""7825"";""A028203"";""60500"";""PV28  "";""2018JJ00"";""    2814"""
"""7826"";""A028203"";""60500"";""PV28  "";""2019JJ00"";""    2669"""
"""7827"";""A028203"";""60500"";""PV28  "";""2020JJ00"";""    2554"""
"""7828"";""A028203"";""60500"";""PV28  "";""2021JJ00"";""    2439"""
"""7829"";""A028203"";""60500"";""PV28  "";""2022JJ00"";""    2320"""
"""7830"";""A028203"";""60500"";""PV29  "";""2014JJ00"";""     980"""
"""7831"";""A028203"";""60500"";""PV29  "";""2015JJ00"";""     675"""
"""7832"";""A028203"";""60500"";""PV29  "";""2016JJ00"";""     544"""
"""7833"";""A028203"";""60500"";""PV29  "";""2017JJ00"";""     472"""
"""7834"";""A028203"";""60500"";""PV29  "";""2018JJ00"";""     408"""
"""7835"";""A028203"";""60500"";""PV29  "";""2019JJ00"";""     361"""
"""7836"";""A028203"";""60500"";""PV29  "";""2020JJ00"";""     331"""
"""7837"";""A028203"";""60500"";""PV29  "";""2021JJ00"";""     301"""
"""7838"";""A028203"";""60500"";""PV29  "";""2022JJ00"";""     274"""
"""7839"";""A028203"";""60500"";""PV30  "";""2014JJ00"";""    5038"""
"""7840"";""A028203"";""60500"";""PV30  "";""2015JJ00"";""    3423"""
"""7841"";""A028203"";""60500"";""PV30  "";""2016JJ00"";""    2550"""
"""7842"";""A028203"";""60500"";""PV30  "";""2017JJ00"";""    2194"""
"""7843"";""A028203"";""60500"";""PV30  "";""2018JJ00"";""    1992"""
"""7844"";""A028203"";""60500"";""PV30  "";""2019JJ00"";""    1799"""
"""7845"";""A028203"";""60500"";""PV30  "";""2020JJ00"";""    1683"""
"""7846"";""A028203"";""60500"";""PV30  "";""2021JJ00"";""    1532"""
"""7847"";""A028203"";""60500"";""PV30  "";""2022JJ00"";""    1411"""
"""7848"";""A028203"";""60500"";""PV31  "";""2014JJ00"";""    2214"""
"""7849"";""A028203"";""60500"";""PV31  "";""2015JJ00"";""    1488"""
"""7850"";""A028203"";""60500"";""PV31  "";""2016JJ00"";""    1168"""
"""7851"";""A028203"";""60500"";""PV31  "";""2017JJ00"";""    1005"""
"""7852"";""A028203"";""60500"";""PV31  "";""2018JJ00"";""     920"""
"""7853"";""A028203"";""60500"";""PV31  "";""2019JJ00"";""     840"""
"""7854"";""A028203"";""60500"";""PV31  "";""2020JJ00"";""     783"""
"""7855"";""A028203"";""60500"";""PV31  "";""2021JJ00"";""     696"""
"""7856"";""A028203"";""60500"";""PV31  "";""2022JJ00"";""     649"""
"""7857"";""A028203"";""60500"";""PV99  "";""2014JJ00"";""     105"""
"""7858"";""A028203"";""60500"";""PV99  "";""2015JJ00"";""      74"""
"""7859"";""A028203"";""60500"";""PV99  "";""2016JJ00"";""      67"""
"""7860"";""A028203"";""60500"";""PV99  "";""2017JJ00"";""      82"""
"""7861"";""A028203"";""60500"";""PV99  "";""2018JJ00"";""      75"""
"""7862"";""A028203"";""60500"";""PV99  "";""2019JJ00"";""      73"""
"""7863"";""A028203"";""60500"";""PV99  "";""2020JJ00"";""      56"""
"""7864"";""A028203"";""60500"";""PV99  "";""2021JJ00"";""      53"""
"""7865"";""A028203"";""60500"";""PV99  "";""2022JJ00"";""      51"""
"""7866"";""A028203"";""60600"";""NL01  "";""2014JJ00"";""  155797"""
"""7867"";""A028203"";""60600"";""NL01  "";""2015JJ00"";""  146032"""
"""7868"";""A028203"";""60600"";""NL01  "";""2016JJ00"";""  134414"""
"""7869"";""A028203"";""60600"";""NL01  "";""2017JJ00"";""  119506"""
"""7870"";""A028203"";""60600"";""NL01  "";""2018JJ00"";""  102209"""
"""7871"";""A028203"";""60600"";""NL01  "";""2019JJ00"";""   84807"""
"""7872"";""A028203"";""60600"";""NL01  "";""2020JJ00"";""   72414"""
"""7873"";""A028203"";""60600"";""NL01  "";""2021JJ00"";""   59834"""
"""7874"";""A028203"";""60600"";""NL01  "";""2022JJ00"";""   48779"""
"""7875"";""A028203"";""60600"";""LD01  "";""2014JJ00"";""   18576"""
"""7876"";""A028203"";""60600"";""LD01  "";""2015JJ00"";""   17258"""
"""7877"";""A028203"";""60600"";""LD01  "";""2016JJ00"";""   15768"""
"""7878"";""A028203"";""60600"";""LD01  "";""2017JJ00"";""   13988"""
"""7879"";""A028203"";""60600"";""LD01  "";""2018JJ00"";""   12028"""
"""7880"";""A028203"";""60600"";""LD01  "";""2019JJ00"";""   10112"""
"""7881"";""A028203"";""60600"";""LD01  "";""2020JJ00"";""    8708"""
"""7882"";""A028203"";""60600"";""LD01  "";""2021JJ00"";""    7219"""
"""7883"";""A028203"";""60600"";""LD01  "";""2022JJ00"";""    5906"""
"""7884"";""A028203"";""60600"";""LD02  "";""2014JJ00"";""   36363"""
"""7885"";""A028203"";""60600"";""LD02  "";""2015JJ00"";""   34158"""
"""7886"";""A028203"";""60600"";""LD02  "";""2016JJ00"";""   31372"""
"""7887"";""A028203"";""60600"";""LD02  "";""2017JJ00"";""   27845"""
"""7888"";""A028203"";""60600"";""LD02  "";""2018JJ00"";""   23714"""
"""7889"";""A028203"";""60600"";""LD02  "";""2019JJ00"";""   19546"""
"""7890"";""A028203"";""60600"";""LD02  "";""2020JJ00"";""   16649"""
"""7891"";""A028203"";""60600"";""LD02  "";""2021JJ00"";""   13725"""
"""7892"";""A028203"";""60600"";""LD02  "";""2022JJ00"";""   11134"""
"""7893"";""A028203"";""60600"";""LD03  "";""2014JJ00"";""   61869"""
"""7894"";""A028203"";""60600"";""LD03  "";""2015JJ00"";""   58063"""
"""7895"";""A028203"";""60600"";""LD03  "";""2016JJ00"";""   53566"""
"""7896"";""A028203"";""60600"";""LD03  "";""2017JJ00"";""   47735"""
"""7897"";""A028203"";""60600"";""LD03  "";""2018JJ00"";""   40990"""
"""7898"";""A028203"";""60600"";""LD03  "";""2019JJ00"";""   34181"""
"""7899"";""A028203"";""60600"";""LD03  "";""2020JJ00"";""   29465"""
"""7900"";""A028203"";""60600"";""LD03  "";""2021JJ00"";""   24608"""
"""7901"";""A028203"";""60600"";""LD03  "";""2022JJ00"";""   20300"""
"""7902"";""A028203"";""60600"";""LD04  "";""2014JJ00"";""   38588"""
"""7903"";""A028203"";""60600"";""LD04  "";""2015JJ00"";""   36195"""
"""7904"";""A028203"";""60600"";""LD04  "";""2016JJ00"";""   33376"""
"""7905"";""A028203"";""60600"";""LD04  "";""2017JJ00"";""   29629"""
"""7906"";""A028203"";""60600"";""LD04  "";""2018JJ00"";""   25214"""
"""7907"";""A028203"";""60600"";""LD04  "";""2019JJ00"";""   20739"""
"""7908"";""A028203"";""60600"";""LD04  "";""2020JJ00"";""   17402"""
"""7909"";""A028203"";""60600"";""LD04  "";""2021JJ00"";""   14108"""
"""7910"";""A028203"";""60600"";""LD04  "";""2022JJ00"";""   11291"""
"""7911"";""A028203"";""60600"";""LD99  "";""2014JJ00"";""     401"""
"""7912"";""A028203"";""60600"";""LD99  "";""2015JJ00"";""     358"""
"""7913"";""A028203"";""60600"";""LD99  "";""2016JJ00"";""     332"""
"""7914"";""A028203"";""60600"";""LD99  "";""2017JJ00"";""     309"""
"""7915"";""A028203"";""60600"";""LD99  "";""2018JJ00"";""     263"""
"""7916"";""A028203"";""60600"";""LD99  "";""2019JJ00"";""     229"""
"""7917"";""A028203"";""60600"";""LD99  "";""2020JJ00"";""     190"""
"""7918"";""A028203"";""60600"";""LD99  "";""2021JJ00"";""     174"""
"""7919"";""A028203"";""60600"";""LD99  "";""2022JJ00"";""     148"""
"""7920"";""A028203"";""60600"";""PV20  "";""2014JJ00"";""    5247"""
"""7921"";""A028203"";""60600"";""PV20  "";""2015JJ00"";""    4774"""
"""7922"";""A028203"";""60600"";""PV20  "";""2016JJ00"";""    4284"""
"""7923"";""A028203"";""60600"";""PV20  "";""2017JJ00"";""    3760"""
"""7924"";""A028203"";""60600"";""PV20  "";""2018JJ00"";""    3161"""
"""7925"";""A028203"";""60600"";""PV20  "";""2019JJ00"";""    2623"""
"""7926"";""A028203"";""60600"";""PV20  "";""2020JJ00"";""    2244"""
"""7927"";""A028203"";""60600"";""PV20  "";""2021JJ00"";""    1886"""
"""7928"";""A028203"";""60600"";""PV20  "";""2022JJ00"";""    1556"""
"""7929"";""A028203"";""60600"";""PV21  "";""2014JJ00"";""    7345"""
"""7930"";""A028203"";""60600"";""PV21  "";""2015JJ00"";""    6882"""
"""7931"";""A028203"";""60600"";""PV21  "";""2016JJ00"";""    6396"""
"""7932"";""A028203"";""60600"";""PV21  "";""2017JJ00"";""    5724"""
"""7933"";""A028203"";""60600"";""PV21  "";""2018JJ00"";""    4978"""
"""7934"";""A028203"";""60600"";""PV21  "";""2019JJ00"";""    4267"""
"""7935"";""A028203"";""60600"";""PV21  "";""2020JJ00"";""    3675"""
"""7936"";""A028203"";""60600"";""PV21  "";""2021JJ00"";""    3078"""
"""7937"";""A028203"";""60600"";""PV21  "";""2022JJ00"";""    2551"""
"""7938"";""A028203"";""60600"";""PV22  "";""2014JJ00"";""    5984"""
"""7939"";""A028203"";""60600"";""PV22  "";""2015JJ00"";""    5602"""
"""7940"";""A028203"";""60600"";""PV22  "";""2016JJ00"";""    5088"""
"""7941"";""A028203"";""60600"";""PV22  "";""2017JJ00"";""    4504"""
"""7942"";""A028203"";""60600"";""PV22  "";""2018JJ00"";""    3889"""
"""7943"";""A028203"";""60600"";""PV22  "";""2019JJ00"";""    3222"""
"""7944"";""A028203"";""60600"";""PV22  "";""2020JJ00"";""    2789"""
"""7945"";""A028203"";""60600"";""PV22  "";""2021JJ00"";""    2255"""
"""7946"";""A028203"";""60600"";""PV22  "";""2022JJ00"";""    1799"""
"""7947"";""A028203"";""60600"";""PV23  "";""2014JJ00"";""   11148"""
"""7948"";""A028203"";""60600"";""PV23  "";""2015JJ00"";""   10372"""
"""7949"";""A028203"";""60600"";""PV23  "";""2016JJ00"";""    9444"""
"""7950"";""A028203"";""60600"";""PV23  "";""2017JJ00"";""    8372"""
"""7951"";""A028203"";""60600"";""PV23  "";""2018JJ00"";""    7089"""
"""7952"";""A028203"";""60600"";""PV23  "";""2019JJ00"";""    5835"""
"""7953"";""A028203"";""60600"";""PV23  "";""2020JJ00"";""    4953"""
"""7954"";""A028203"";""60600"";""PV23  "";""2021JJ00"";""    4055"""
"""7955"";""A028203"";""60600"";""PV23  "";""2022JJ00"";""    3285"""
"""7956"";""A028203"";""60600"";""PV24  "";""2014JJ00"";""    3334"""
"""7957"";""A028203"";""60600"";""PV24  "";""2015JJ00"";""    3125"""
"""7958"";""A028203"";""60600"";""PV24  "";""2016JJ00"";""    2854"""
"""7959"";""A028203"";""60600"";""PV24  "";""2017JJ00"";""    2501"""
"""7960"";""A028203"";""60600"";""PV24  "";""2018JJ00"";""    2165"""
"""7961"";""A028203"";""60600"";""PV24  "";""2019JJ00"";""    1781"""
"""7962"";""A028203"";""60600"";""PV24  "";""2020JJ00"";""    1559"""
"""7963"";""A028203"";""60600"";""PV24  "";""2021JJ00"";""    1354"""
"""7964"";""A028203"";""60600"";""PV24  "";""2022JJ00"";""    1146"""
"""7965"";""A028203"";""60600"";""PV25  "";""2014JJ00"";""   21881"""
"""7966"";""A028203"";""60600"";""PV25  "";""2015JJ00"";""   20661"""
"""7967"";""A028203"";""60600"";""PV25  "";""2016JJ00"";""   19074"""
"""7968"";""A028203"";""60600"";""PV25  "";""2017JJ00"";""   16972"""
"""7969"";""A028203"";""60600"";""PV25  "";""2018JJ00"";""   14460"""
"""7970"";""A028203"";""60600"";""PV25  "";""2019JJ00"";""   11930"""
"""7971"";""A028203"";""60600"";""PV25  "";""2020JJ00"";""   10137"""
"""7972"";""A028203"";""60600"";""PV25  "";""2021JJ00"";""    8316"""
"""7973"";""A028203"";""60600"";""PV25  "";""2022JJ00"";""    6703"""
"""7974"";""A028203"";""60600"";""PV26  "";""2014JJ00"";""    9692"""
"""7975"";""A028203"";""60600"";""PV26  "";""2015JJ00"";""    9062"""
"""7976"";""A028203"";""60600"";""PV26  "";""2016JJ00"";""    8347"""
"""7977"";""A028203"";""60600"";""PV26  "";""2017JJ00"";""    7407"""
"""7978"";""A028203"";""60600"";""PV26  "";""2018JJ00"";""    6375"""
"""7979"";""A028203"";""60600"";""PV26  "";""2019JJ00"";""    5229"""
"""7980"";""A028203"";""60600"";""PV26  "";""2020JJ00"";""    4684"""
"""7981"";""A028203"";""60600"";""PV26  "";""2021JJ00"";""    3847"""
"""7982"";""A028203"";""60600"";""PV26  "";""2022JJ00"";""    3067"""
"""7983"";""A028203"";""60600"";""PV27  "";""2014JJ00"";""   19651"""
"""7984"";""A028203"";""60600"";""PV27  "";""2015JJ00"";""   18386"""
"""7985"";""A028203"";""60600"";""PV27  "";""2016JJ00"";""   16962"""
"""7986"";""A028203"";""60600"";""PV27  "";""2017JJ00"";""   15132"""
"""7987"";""A028203"";""60600"";""PV27  "";""2018JJ00"";""   13062"""
"""7988"";""A028203"";""60600"";""PV27  "";""2019JJ00"";""   11011"""
"""7989"";""A028203"";""60600"";""PV27  "";""2020JJ00"";""    9542"""
"""7990"";""A028203"";""60600"";""PV27  "";""2021JJ00"";""    8110"""
"""7991"";""A028203"";""60600"";""PV27  "";""2022JJ00"";""    6845"""
"""7992"";""A028203"";""60600"";""PV28  "";""2014JJ00"";""   28001"""
"""7993"";""A028203"";""60600"";""PV28  "";""2015JJ00"";""   26413"""
"""7994"";""A028203"";""60600"";""PV28  "";""2016JJ00"";""   24374"""
"""7995"";""A028203"";""60600"";""PV28  "";""2017JJ00"";""   21713"""
"""7996"";""A028203"";""60600"";""PV28  "";""2018JJ00"";""   18548"""
"""7997"";""A028203"";""60600"";""PV28  "";""2019JJ00"";""   15435"""
"""7998"";""A028203"";""60600"";""PV28  "";""2020JJ00"";""   13106"""
"""7999"";""A028203"";""60600"";""PV28  "";""2021JJ00"";""   10910"""
"""8000"";""A028203"";""60600"";""PV28  "";""2022JJ00"";""    8947"""
"""8001"";""A028203"";""60600"";""PV29  "";""2014JJ00"";""    4525"""
"""8002"";""A028203"";""60600"";""PV29  "";""2015JJ00"";""    4202"""
"""8003"";""A028203"";""60600"";""PV29  "";""2016JJ00"";""    3883"""
"""8004"";""A028203"";""60600"";""PV29  "";""2017JJ00"";""    3483"""
"""8005"";""A028203"";""60600"";""PV29  "";""2018JJ00"";""    3005"""
"""8006"";""A028203"";""60600"";""PV29  "";""2019JJ00"";""    2506"""
"""8007"";""A028203"";""60600"";""PV29  "";""2020JJ00"";""    2133"""
"""8008"";""A028203"";""60600"";""PV29  "";""2021JJ00"";""    1741"""
"""8009"";""A028203"";""60600"";""PV29  "";""2022JJ00"";""    1441"""
"""8010"";""A028203"";""60600"";""PV30  "";""2014JJ00"";""   26659"""
"""8011"";""A028203"";""60600"";""PV30  "";""2015JJ00"";""   25077"""
"""8012"";""A028203"";""60600"";""PV30  "";""2016JJ00"";""   23164"""
"""8013"";""A028203"";""60600"";""PV30  "";""2017JJ00"";""   20588"""
"""8014"";""A028203"";""60600"";""PV30  "";""2018JJ00"";""   17540"""
"""8015"";""A028203"";""60600"";""PV30  "";""2019JJ00"";""   14418"""
"""8016"";""A028203"";""60600"";""PV30  "";""2020JJ00"";""   12160"""
"""8017"";""A028203"";""60600"";""PV30  "";""2021JJ00"";""    9889"""
"""8018"";""A028203"";""60600"";""PV30  "";""2022JJ00"";""    7920"""
"""8019"";""A028203"";""60600"";""PV31  "";""2014JJ00"";""   11929"""
"""8020"";""A028203"";""60600"";""PV31  "";""2015JJ00"";""   11118"""
"""8021"";""A028203"";""60600"";""PV31  "";""2016JJ00"";""   10212"""
"""8022"";""A028203"";""60600"";""PV31  "";""2017JJ00"";""    9041"""
"""8023"";""A028203"";""60600"";""PV31  "";""2018JJ00"";""    7674"""
"""8024"";""A028203"";""60600"";""PV31  "";""2019JJ00"";""    6321"""
"""8025"";""A028203"";""60600"";""PV31  "";""2020JJ00"";""    5242"""
"""8026"";""A028203"";""60600"";""PV31  "";""2021JJ00"";""    4219"""
"""8027"";""A028203"";""60600"";""PV31  "";""2022JJ00"";""    3371"""
"""8028"";""A028203"";""60600"";""PV99  "";""2014JJ00"";""     401"""
"""8029"";""A028203"";""60600"";""PV99  "";""2015JJ00"";""     358"""
"""8030"";""A028203"";""60600"";""PV99  "";""2016JJ00"";""     332"""
"""8031"";""A028203"";""60600"";""PV99  "";""2017JJ00"";""     309"""
"""8032"";""A028203"";""60600"";""PV99  "";""2018JJ00"";""     263"""
"""8033"";""A028203"";""60600"";""PV99  "";""2019JJ00"";""     229"""
"""8034"";""A028203"";""60600"";""PV99  "";""2020JJ00"";""     190"""
"""8035"";""A028203"";""60600"";""PV99  "";""2021JJ00"";""     174"""
"""8036"";""A028203"";""60600"";""PV99  "";""2022JJ00"";""     148"""
"""8037"";""A028203"";""71300"";""NL01  "";""2014JJ00"";""   76355"""
"""8038"";""A028203"";""71300"";""NL01  "";""2015JJ00"";""   77623"""
"""8039"";""A028203"";""71300"";""NL01  "";""2016JJ00"";""   79400"""
"""8040"";""A028203"";""71300"";""NL01  "";""2017JJ00"";""   77182"""
"""8041"";""A028203"";""71300"";""NL01  "";""2018JJ00"";""   71304"""
"""8042"";""A028203"";""71300"";""NL01  "";""2019JJ00"";""   67139"""
"""8043"";""A028203"";""71300"";""NL01  "";""2020JJ00"";""   60135"""
"""8044"";""A028203"";""71300"";""NL01  "";""2021JJ00"";""   57922"""
"""8045"";""A028203"";""71300"";""NL01  "";""2022JJ00"";""   56674"""
"""8046"";""A028203"";""71300"";""LD01  "";""2014JJ00"";""    9382"""
"""8047"";""A028203"";""71300"";""LD01  "";""2015JJ00"";""    9392"""
"""8048"";""A028203"";""71300"";""LD01  "";""2016JJ00"";""    9763"""
"""8049"";""A028203"";""71300"";""LD01  "";""2017JJ00"";""    9622"""
"""8050"";""A028203"";""71300"";""LD01  "";""2018JJ00"";""    8822"""
"""8051"";""A028203"";""71300"";""LD01  "";""2019JJ00"";""    8228"""
"""8052"";""A028203"";""71300"";""LD01  "";""2020JJ00"";""    7292"""
"""8053"";""A028203"";""71300"";""LD01  "";""2021JJ00"";""    6954"""
"""8054"";""A028203"";""71300"";""LD01  "";""2022JJ00"";""    6751"""
"""8055"";""A028203"";""71300"";""LD02  "";""2014JJ00"";""   17189"""
"""8056"";""A028203"";""71300"";""LD02  "";""2015JJ00"";""   17729"""
"""8057"";""A028203"";""71300"";""LD02  "";""2016JJ00"";""   18300"""
"""8058"";""A028203"";""71300"";""LD02  "";""2017JJ00"";""   17895"""
"""8059"";""A028203"";""71300"";""LD02  "";""2018JJ00"";""   16617"""
"""8060"";""A028203"";""71300"";""LD02  "";""2019JJ00"";""   15731"""
"""8061"";""A028203"";""71300"";""LD02  "";""2020JJ00"";""   14149"""
"""8062"";""A028203"";""71300"";""LD02  "";""2021JJ00"";""   13595"""
"""8063"";""A028203"";""71300"";""LD02  "";""2022JJ00"";""   13322"""
"""8064"";""A028203"";""71300"";""LD03  "";""2014JJ00"";""   30949"""
"""8065"";""A028203"";""71300"";""LD03  "";""2015JJ00"";""   31513"""
"""8066"";""A028203"";""71300"";""LD03  "";""2016JJ00"";""   31792"""
"""8067"";""A028203"";""71300"";""LD03  "";""2017JJ00"";""   30703"""
"""8068"";""A028203"";""71300"";""LD03  "";""2018JJ00"";""   28357"""
"""8069"";""A028203"";""71300"";""LD03  "";""2019JJ00"";""   26687"""
"""8070"";""A028203"";""71300"";""LD03  "";""2020JJ00"";""   23829"""
"""8071"";""A028203"";""71300"";""LD03  "";""2021JJ00"";""   22989"""
"""8072"";""A028203"";""71300"";""LD03  "";""2022JJ00"";""   22429"""
"""8073"";""A028203"";""71300"";""LD04  "";""2014JJ00"";""   18701"""
"""8074"";""A028203"";""71300"";""LD04  "";""2015JJ00"";""   18847"""
"""8075"";""A028203"";""71300"";""LD04  "";""2016JJ00"";""   19379"""
"""8076"";""A028203"";""71300"";""LD04  "";""2017JJ00"";""   18789"""
"""8077"";""A028203"";""71300"";""LD04  "";""2018JJ00"";""   17360"""
"""8078"";""A028203"";""71300"";""LD04  "";""2019JJ00"";""   16358"""
"""8079"";""A028203"";""71300"";""LD04  "";""2020JJ00"";""   14743"""
"""8080"";""A028203"";""71300"";""LD04  "";""2021JJ00"";""   14261"""
"""8081"";""A028203"";""71300"";""LD04  "";""2022JJ00"";""   14057"""
"""8082"";""A028203"";""71300"";""LD99  "";""2014JJ00"";""     134"""
"""8083"";""A028203"";""71300"";""LD99  "";""2015JJ00"";""     142"""
"""8084"";""A028203"";""71300"";""LD99  "";""2016JJ00"";""     166"""
"""8085"";""A028203"";""71300"";""LD99  "";""2017JJ00"";""     173"""
"""8086"";""A028203"";""71300"";""LD99  "";""2018JJ00"";""     148"""
"""8087"";""A028203"";""71300"";""LD99  "";""2019JJ00"";""     135"""
"""8088"";""A028203"";""71300"";""LD99  "";""2020JJ00"";""     122"""
"""8089"";""A028203"";""71300"";""LD99  "";""2021JJ00"";""     123"""
"""8090"";""A028203"";""71300"";""LD99  "";""2022JJ00"";""     115"""
"""8091"";""A028203"";""71300"";""PV20  "";""2014JJ00"";""    2899"""
"""8092"";""A028203"";""71300"";""PV20  "";""2015JJ00"";""    2816"""
"""8093"";""A028203"";""71300"";""PV20  "";""2016JJ00"";""    2915"""
"""8094"";""A028203"";""71300"";""PV20  "";""2017JJ00"";""    2809"""
"""8095"";""A028203"";""71300"";""PV20  "";""2018JJ00"";""    2545"""
