"""ID"";""CategoryDrivingLicence"";""AgeDrivingLicenseHolder"";""Region"";""Periods"";""PeopleWithADrivingLicence_1"""
"""9759"";""A028204"";""60400"";""LD01  "";""2017JJ00"";""     336"""
"""9760"";""A028204"";""60400"";""LD01  "";""2018JJ00"";""     345"""
"""9761"";""A028204"";""60400"";""LD01  "";""2019JJ00"";""     382"""
"""9762"";""A028204"";""60400"";""LD01  "";""2020JJ00"";""     409"""
"""9763"";""A028204"";""60400"";""LD01  "";""2021JJ00"";""     425"""
"""9764"";""A028204"";""60400"";""LD01  "";""2022JJ00"";""     411"""
"""9765"";""A028204"";""60400"";""LD02  "";""2014JJ00"";""     871"""
"""9766"";""A028204"";""60400"";""LD02  "";""2015JJ00"";""     822"""
"""9767"";""A028204"";""60400"";""LD02  "";""2016JJ00"";""     792"""
"""9768"";""A028204"";""60400"";""LD02  "";""2017JJ00"";""     796"""
"""9769"";""A028204"";""60400"";""LD02  "";""2018JJ00"";""     794"""
"""9770"";""A028204"";""60400"";""LD02  "";""2019JJ00"";""     767"""
"""9771"";""A028204"";""60400"";""LD02  "";""2020JJ00"";""     801"""
"""9772"";""A028204"";""60400"";""LD02  "";""2021JJ00"";""     798"""
"""9773"";""A028204"";""60400"";""LD02  "";""2022JJ00"";""     802"""
"""9774"";""A028204"";""60400"";""LD03  "";""2014JJ00"";""    2109"""
"""9775"";""A028204"";""60400"";""LD03  "";""2015JJ00"";""    2020"""
"""9776"";""A028204"";""60400"";""LD03  "";""2016JJ00"";""    1967"""
"""9777"";""A028204"";""60400"";""LD03  "";""2017JJ00"";""    1932"""
"""9778"";""A028204"";""60400"";""LD03  "";""2018JJ00"";""    2001"""
"""9779"";""A028204"";""60400"";""LD03  "";""2019JJ00"";""    2041"""
"""9780"";""A028204"";""60400"";""LD03  "";""2020JJ00"";""    2083"""
"""9781"";""A028204"";""60400"";""LD03  "";""2021JJ00"";""    2160"""
"""9782"";""A028204"";""60400"";""LD03  "";""2022JJ00"";""    2114"""
"""9783"";""A028204"";""60400"";""LD04  "";""2014JJ00"";""     627"""
"""9784"";""A028204"";""60400"";""LD04  "";""2015JJ00"";""     594"""
"""9785"";""A028204"";""60400"";""LD04  "";""2016JJ00"";""     600"""
"""9786"";""A028204"";""60400"";""LD04  "";""2017JJ00"";""     608"""
"""9787"";""A028204"";""60400"";""LD04  "";""2018JJ00"";""     621"""
"""9788"";""A028204"";""60400"";""LD04  "";""2019JJ00"";""     636"""
"""9789"";""A028204"";""60400"";""LD04  "";""2020JJ00"";""     672"""
"""9790"";""A028204"";""60400"";""LD04  "";""2021JJ00"";""     687"""
"""9791"";""A028204"";""60400"";""LD04  "";""2022JJ00"";""     688"""
"""9792"";""A028204"";""60400"";""LD99  "";""2014JJ00"";""      11"""
"""9793"";""A028204"";""60400"";""LD99  "";""2015JJ00"";""      10"""
"""9794"";""A028204"";""60400"";""LD99  "";""2016JJ00"";""      12"""
"""9795"";""A028204"";""60400"";""LD99  "";""2017JJ00"";""      11"""
"""9796"";""A028204"";""60400"";""LD99  "";""2018JJ00"";""       8"""
"""9797"";""A028204"";""60400"";""LD99  "";""2019JJ00"";""       4"""
"""9798"";""A028204"";""60400"";""LD99  "";""2020JJ00"";""       5"""
"""9799"";""A028204"";""60400"";""LD99  "";""2021JJ00"";""       6"""
"""9800"";""A028204"";""60400"";""LD99  "";""2022JJ00"";""       7"""
"""9801"";""A028204"";""60400"";""PV20  "";""2014JJ00"";""     108"""
"""9802"";""A028204"";""60400"";""PV20  "";""2015JJ00"";""     111"""
"""9803"";""A028204"";""60400"";""PV20  "";""2016JJ00"";""      99"""
"""9804"";""A028204"";""60400"";""PV20  "";""2017JJ00"";""     110"""
"""9805"";""A028204"";""60400"";""PV20  "";""2018JJ00"";""     112"""
"""9806"";""A028204"";""60400"";""PV20  "";""2019JJ00"";""     125"""
"""9807"";""A028204"";""60400"";""PV20  "";""2020JJ00"";""     142"""
"""9808"";""A028204"";""60400"";""PV20  "";""2021JJ00"";""     159"""
"""9809"";""A028204"";""60400"";""PV20  "";""2022JJ00"";""     150"""
"""9810"";""A028204"";""60400"";""PV21  "";""2014JJ00"";""     157"""
"""9811"";""A028204"";""60400"";""PV21  "";""2015JJ00"";""     154"""
"""9812"";""A028204"";""60400"";""PV21  "";""2016JJ00"";""     150"""
"""9813"";""A028204"";""60400"";""PV21  "";""2017JJ00"";""     149"""
"""9814"";""A028204"";""60400"";""PV21  "";""2018JJ00"";""     150"""
"""9815"";""A028204"";""60400"";""PV21  "";""2019JJ00"";""     163"""
"""9816"";""A028204"";""60400"";""PV21  "";""2020JJ00"";""     160"""
"""9817"";""A028204"";""60400"";""PV21  "";""2021JJ00"";""     161"""
"""9818"";""A028204"";""60400"";""PV21  "";""2022JJ00"";""     158"""
"""9819"";""A028204"";""60400"";""PV22  "";""2014JJ00"";""      85"""
"""9820"";""A028204"";""60400"";""PV22  "";""2015JJ00"";""      80"""
"""9821"";""A028204"";""60400"";""PV22  "";""2016JJ00"";""      77"""
"""9822"";""A028204"";""60400"";""PV22  "";""2017JJ00"";""      77"""
"""9823"";""A028204"";""60400"";""PV22  "";""2018JJ00"";""      83"""
"""9824"";""A028204"";""60400"";""PV22  "";""2019JJ00"";""      94"""
"""9825"";""A028204"";""60400"";""PV22  "";""2020JJ00"";""     107"""
"""9826"";""A028204"";""60400"";""PV22  "";""2021JJ00"";""     105"""
"""9827"";""A028204"";""60400"";""PV22  "";""2022JJ00"";""     103"""
"""9828"";""A028204"";""60400"";""PV23  "";""2014JJ00"";""     247"""
"""9829"";""A028204"";""60400"";""PV23  "";""2015JJ00"";""     234"""
"""9830"";""A028204"";""60400"";""PV23  "";""2016JJ00"";""     222"""
"""9831"";""A028204"";""60400"";""PV23  "";""2017JJ00"";""     227"""
"""9832"";""A028204"";""60400"";""PV23  "";""2018JJ00"";""     232"""
"""9833"";""A028204"";""60400"";""PV23  "";""2019JJ00"";""     208"""
"""9834"";""A028204"";""60400"";""PV23  "";""2020JJ00"";""     210"""
"""9835"";""A028204"";""60400"";""PV23  "";""2021JJ00"";""     201"""
"""9836"";""A028204"";""60400"";""PV23  "";""2022JJ00"";""     197"""
"""9837"";""A028204"";""60400"";""PV24  "";""2014JJ00"";""     194"""
"""9838"";""A028204"";""60400"";""PV24  "";""2015JJ00"";""     188"""
"""9839"";""A028204"";""60400"";""PV24  "";""2016JJ00"";""     180"""
"""9840"";""A028204"";""60400"";""PV24  "";""2017JJ00"";""     178"""
"""9841"";""A028204"";""60400"";""PV24  "";""2018JJ00"";""     177"""
"""9842"";""A028204"";""60400"";""PV24  "";""2019JJ00"";""     172"""
"""9843"";""A028204"";""60400"";""PV24  "";""2020JJ00"";""     186"""
"""9844"";""A028204"";""60400"";""PV24  "";""2021JJ00"";""     195"""
"""9845"";""A028204"";""60400"";""PV24  "";""2022JJ00"";""     201"""
"""9846"";""A028204"";""60400"";""PV25  "";""2014JJ00"";""     430"""
"""9847"";""A028204"";""60400"";""PV25  "";""2015JJ00"";""     400"""
"""9848"";""A028204"";""60400"";""PV25  "";""2016JJ00"";""     390"""
"""9849"";""A028204"";""60400"";""PV25  "";""2017JJ00"";""     391"""
"""9850"";""A028204"";""60400"";""PV25  "";""2018JJ00"";""     385"""
"""9851"";""A028204"";""60400"";""PV25  "";""2019JJ00"";""     387"""
"""9852"";""A028204"";""60400"";""PV25  "";""2020JJ00"";""     405"""
"""9853"";""A028204"";""60400"";""PV25  "";""2021JJ00"";""     402"""
"""9854"";""A028204"";""60400"";""PV25  "";""2022JJ00"";""     404"""
"""9855"";""A028204"";""60400"";""PV26  "";""2014JJ00"";""     336"""
"""9856"";""A028204"";""60400"";""PV26  "";""2015JJ00"";""     330"""
"""9857"";""A028204"";""60400"";""PV26  "";""2016JJ00"";""     319"""
"""9858"";""A028204"";""60400"";""PV26  "";""2017JJ00"";""     307"""
"""9859"";""A028204"";""60400"";""PV26  "";""2018JJ00"";""     326"""
"""9860"";""A028204"";""60400"";""PV26  "";""2019JJ00"";""     309"""
"""9861"";""A028204"";""60400"";""PV26  "";""2020JJ00"";""     340"""
"""9862"";""A028204"";""60400"";""PV26  "";""2021JJ00"";""     338"""
"""9863"";""A028204"";""60400"";""PV26  "";""2022JJ00"";""     331"""
"""9864"";""A028204"";""60400"";""PV27  "";""2014JJ00"";""     765"""
"""9865"";""A028204"";""60400"";""PV27  "";""2015JJ00"";""     756"""
"""9866"";""A028204"";""60400"";""PV27  "";""2016JJ00"";""     740"""
"""9867"";""A028204"";""60400"";""PV27  "";""2017JJ00"";""     741"""
"""9868"";""A028204"";""60400"";""PV27  "";""2018JJ00"";""     788"""
"""9869"";""A028204"";""60400"";""PV27  "";""2019JJ00"";""     823"""
"""9870"";""A028204"";""60400"";""PV27  "";""2020JJ00"";""     832"""
"""9871"";""A028204"";""60400"";""PV27  "";""2021JJ00"";""     842"""
"""9872"";""A028204"";""60400"";""PV27  "";""2022JJ00"";""     814"""
"""9873"";""A028204"";""60400"";""PV28  "";""2014JJ00"";""     941"""
"""9874"";""A028204"";""60400"";""PV28  "";""2015JJ00"";""     874"""
"""9875"";""A028204"";""60400"";""PV28  "";""2016JJ00"";""     842"""
"""9876"";""A028204"";""60400"";""PV28  "";""2017JJ00"";""     824"""
"""9877"";""A028204"";""60400"";""PV28  "";""2018JJ00"";""     829"""
"""9878"";""A028204"";""60400"";""PV28  "";""2019JJ00"";""     841"""
"""9879"";""A028204"";""60400"";""PV28  "";""2020JJ00"";""     839"""
"""9880"";""A028204"";""60400"";""PV28  "";""2021JJ00"";""     909"""
"""9881"";""A028204"";""60400"";""PV28  "";""2022JJ00"";""     908"""
"""9882"";""A028204"";""60400"";""PV29  "";""2014JJ00"";""      67"""
"""9883"";""A028204"";""60400"";""PV29  "";""2015JJ00"";""      60"""
"""9884"";""A028204"";""60400"";""PV29  "";""2016JJ00"";""      66"""
"""9885"";""A028204"";""60400"";""PV29  "";""2017JJ00"";""      60"""
"""9886"";""A028204"";""60400"";""PV29  "";""2018JJ00"";""      58"""
"""9887"";""A028204"";""60400"";""PV29  "";""2019JJ00"";""      68"""
"""9888"";""A028204"";""60400"";""PV29  "";""2020JJ00"";""      72"""
"""9889"";""A028204"";""60400"";""PV29  "";""2021JJ00"";""      71"""
"""9890"";""A028204"";""60400"";""PV29  "";""2022JJ00"";""      61"""
"""9891"";""A028204"";""60400"";""PV30  "";""2014JJ00"";""     440"""
"""9892"";""A028204"";""60400"";""PV30  "";""2015JJ00"";""     426"""
"""9893"";""A028204"";""60400"";""PV30  "";""2016JJ00"";""     428"""
"""9894"";""A028204"";""60400"";""PV30  "";""2017JJ00"";""     436"""
"""9895"";""A028204"";""60400"";""PV30  "";""2018JJ00"";""     443"""
"""9896"";""A028204"";""60400"";""PV30  "";""2019JJ00"";""     460"""
"""9897"";""A028204"";""60400"";""PV30  "";""2020JJ00"";""     495"""
"""9898"";""A028204"";""60400"";""PV30  "";""2021JJ00"";""     501"""
"""9899"";""A028204"";""60400"";""PV30  "";""2022JJ00"";""     509"""
"""9900"";""A028204"";""60400"";""PV31  "";""2014JJ00"";""     187"""
"""9901"";""A028204"";""60400"";""PV31  "";""2015JJ00"";""     168"""
"""9902"";""A028204"";""60400"";""PV31  "";""2016JJ00"";""     172"""
"""9903"";""A028204"";""60400"";""PV31  "";""2017JJ00"";""     172"""
"""9904"";""A028204"";""60400"";""PV31  "";""2018JJ00"";""     178"""
"""9905"";""A028204"";""60400"";""PV31  "";""2019JJ00"";""     176"""
"""9906"";""A028204"";""60400"";""PV31  "";""2020JJ00"";""     177"""
"""9907"";""A028204"";""60400"";""PV31  "";""2021JJ00"";""     186"""
"""9908"";""A028204"";""60400"";""PV31  "";""2022JJ00"";""     179"""
"""9909"";""A028204"";""60400"";""PV99  "";""2014JJ00"";""      11"""
"""9910"";""A028204"";""60400"";""PV99  "";""2015JJ00"";""      10"""
"""9911"";""A028204"";""60400"";""PV99  "";""2016JJ00"";""      12"""
"""9912"";""A028204"";""60400"";""PV99  "";""2017JJ00"";""      11"""
"""9913"";""A028204"";""60400"";""PV99  "";""2018JJ00"";""       8"""
"""9914"";""A028204"";""60400"";""PV99  "";""2019JJ00"";""       4"""
"""9915"";""A028204"";""60400"";""PV99  "";""2020JJ00"";""       5"""
"""9916"";""A028204"";""60400"";""PV99  "";""2021JJ00"";""       6"""
"""9917"";""A028204"";""60400"";""PV99  "";""2022JJ00"";""       7"""
"""9918"";""A028204"";""60500"";""NL01  "";""2014JJ00"";""    7562"""
"""9919"";""A028204"";""60500"";""NL01  "";""2015JJ00"";""    7053"""
"""9920"";""A028204"";""60500"";""NL01  "";""2016JJ00"";""    6602"""
"""9921"";""A028204"";""60500"";""NL01  "";""2017JJ00"";""    6217"""
"""9922"";""A028204"";""60500"";""NL01  "";""2018JJ00"";""    5873"""
"""9923"";""A028204"";""60500"";""NL01  "";""2019JJ00"";""    5581"""
"""9924"";""A028204"";""60500"";""NL01  "";""2020JJ00"";""    5390"""
"""9925"";""A028204"";""60500"";""NL01  "";""2021JJ00"";""    5201"""
"""9926"";""A028204"";""60500"";""NL01  "";""2022JJ00"";""    4968"""
"""9927"";""A028204"";""60500"";""LD01  "";""2014JJ00"";""     737"""
"""9928"";""A028204"";""60500"";""LD01  "";""2015JJ00"";""     678"""
"""9929"";""A028204"";""60500"";""LD01  "";""2016JJ00"";""     638"""
"""9930"";""A028204"";""60500"";""LD01  "";""2017JJ00"";""     589"""
"""9931"";""A028204"";""60500"";""LD01  "";""2018JJ00"";""     568"""
"""9932"";""A028204"";""60500"";""LD01  "";""2019JJ00"";""     533"""
"""9933"";""A028204"";""60500"";""LD01  "";""2020JJ00"";""     525"""
"""9934"";""A028204"";""60500"";""LD01  "";""2021JJ00"";""     521"""
"""9935"";""A028204"";""60500"";""LD01  "";""2022JJ00"";""     511"""
"""9936"";""A028204"";""60500"";""LD02  "";""2014JJ00"";""    1519"""
"""9937"";""A028204"";""60500"";""LD02  "";""2015JJ00"";""    1405"""
"""9938"";""A028204"";""60500"";""LD02  "";""2016JJ00"";""    1318"""
"""9939"";""A028204"";""60500"";""LD02  "";""2017JJ00"";""    1251"""
"""9940"";""A028204"";""60500"";""LD02  "";""2018JJ00"";""    1207"""
"""9941"";""A028204"";""60500"";""LD02  "";""2019JJ00"";""    1190"""
"""9942"";""A028204"";""60500"";""LD02  "";""2020JJ00"";""    1140"""
"""9943"";""A028204"";""60500"";""LD02  "";""2021JJ00"";""    1105"""
"""9944"";""A028204"";""60500"";""LD02  "";""2022JJ00"";""    1028"""
"""9945"";""A028204"";""60500"";""LD03  "";""2014JJ00"";""    4034"""
"""9946"";""A028204"";""60500"";""LD03  "";""2015JJ00"";""    3779"""
"""9947"";""A028204"";""60500"";""LD03  "";""2016JJ00"";""    3540"""
"""9948"";""A028204"";""60500"";""LD03  "";""2017JJ00"";""    3351"""
"""9949"";""A028204"";""60500"";""LD03  "";""2018JJ00"";""    3142"""
"""9950"";""A028204"";""60500"";""LD03  "";""2019JJ00"";""    2945"""
"""9951"";""A028204"";""60500"";""LD03  "";""2020JJ00"";""    2848"""
"""9952"";""A028204"";""60500"";""LD03  "";""2021JJ00"";""    2753"""
"""9953"";""A028204"";""60500"";""LD03  "";""2022JJ00"";""    2633"""
"""9954"";""A028204"";""60500"";""LD04  "";""2014JJ00"";""    1252"""
"""9955"";""A028204"";""60500"";""LD04  "";""2015JJ00"";""    1173"""
"""9956"";""A028204"";""60500"";""LD04  "";""2016JJ00"";""    1088"""
"""9957"";""A028204"";""60500"";""LD04  "";""2017JJ00"";""    1006"""
"""9958"";""A028204"";""60500"";""LD04  "";""2018JJ00"";""     939"""
"""9959"";""A028204"";""60500"";""LD04  "";""2019JJ00"";""     891"""
"""9960"";""A028204"";""60500"";""LD04  "";""2020JJ00"";""     863"""
"""9961"";""A028204"";""60500"";""LD04  "";""2021JJ00"";""     809"""
"""9962"";""A028204"";""60500"";""LD04  "";""2022JJ00"";""     782"""
"""9963"";""A028204"";""60500"";""LD99  "";""2014JJ00"";""      20"""
"""9964"";""A028204"";""60500"";""LD99  "";""2015JJ00"";""      18"""
"""9965"";""A028204"";""60500"";""LD99  "";""2016JJ00"";""      18"""
"""9966"";""A028204"";""60500"";""LD99  "";""2017JJ00"";""      20"""
"""9967"";""A028204"";""60500"";""LD99  "";""2018JJ00"";""      17"""
"""9968"";""A028204"";""60500"";""LD99  "";""2019JJ00"";""      22"""
"""9969"";""A028204"";""60500"";""LD99  "";""2020JJ00"";""      14"""
"""9970"";""A028204"";""60500"";""LD99  "";""2021JJ00"";""      13"""
"""9971"";""A028204"";""60500"";""LD99  "";""2022JJ00"";""      14"""
"""9972"";""A028204"";""60500"";""PV20  "";""2014JJ00"";""     217"""
"""9973"";""A028204"";""60500"";""PV20  "";""2015JJ00"";""     196"""
"""9974"";""A028204"";""60500"";""PV20  "";""2016JJ00"";""     182"""
"""9975"";""A028204"";""60500"";""PV20  "";""2017JJ00"";""     176"""
"""9976"";""A028204"";""60500"";""PV20  "";""2018JJ00"";""     186"""
"""9977"";""A028204"";""60500"";""PV20  "";""2019JJ00"";""     171"""
"""9978"";""A028204"";""60500"";""PV20  "";""2020JJ00"";""     165"""
"""9979"";""A028204"";""60500"";""PV20  "";""2021JJ00"";""     174"""
"""9980"";""A028204"";""60500"";""PV20  "";""2022JJ00"";""     183"""
"""9981"";""A028204"";""60500"";""PV21  "";""2014JJ00"";""     350"""
"""9982"";""A028204"";""60500"";""PV21  "";""2015JJ00"";""     323"""
"""9983"";""A028204"";""60500"";""PV21  "";""2016JJ00"";""     306"""
"""9984"";""A028204"";""60500"";""PV21  "";""2017JJ00"";""     274"""
"""9985"";""A028204"";""60500"";""PV21  "";""2018JJ00"";""     254"""
"""9986"";""A028204"";""60500"";""PV21  "";""2019JJ00"";""     233"""
"""9987"";""A028204"";""60500"";""PV21  "";""2020JJ00"";""     238"""
"""9988"";""A028204"";""60500"";""PV21  "";""2021JJ00"";""     229"""
"""9989"";""A028204"";""60500"";""PV21  "";""2022JJ00"";""     203"""
"""9990"";""A028204"";""60500"";""PV22  "";""2014JJ00"";""     170"""
"""9991"";""A028204"";""60500"";""PV22  "";""2015JJ00"";""     159"""
"""9992"";""A028204"";""60500"";""PV22  "";""2016JJ00"";""     150"""
"""9993"";""A028204"";""60500"";""PV22  "";""2017JJ00"";""     139"""
"""9994"";""A028204"";""60500"";""PV22  "";""2018JJ00"";""     128"""
"""9995"";""A028204"";""60500"";""PV22  "";""2019JJ00"";""     129"""
"""9996"";""A028204"";""60500"";""PV22  "";""2020JJ00"";""     122"""
"""9997"";""A028204"";""60500"";""PV22  "";""2021JJ00"";""     118"""
"""9998"";""A028204"";""60500"";""PV22  "";""2022JJ00"";""     125"""
"""9999"";""A028204"";""60500"";""PV23  "";""2014JJ00"";""     438"""
"""10000"";""A028204"";""60500"";""PV23  "";""2015JJ00"";""     402"""
"""10001"";""A028204"";""60500"";""PV23  "";""2016JJ00"";""     365"""
"""10002"";""A028204"";""60500"";""PV23  "";""2017JJ00"";""     355"""
"""10003"";""A028204"";""60500"";""PV23  "";""2018JJ00"";""     342"""
"""10004"";""A028204"";""60500"";""PV23  "";""2019JJ00"";""     344"""
"""10005"";""A028204"";""60500"";""PV23  "";""2020JJ00"";""     311"""
"""10006"";""A028204"";""60500"";""PV23  "";""2021JJ00"";""     281"""
"""10007"";""A028204"";""60500"";""PV23  "";""2022JJ00"";""     261"""
"""10008"";""A028204"";""60500"";""PV24  "";""2014JJ00"";""     279"""
"""10009"";""A028204"";""60500"";""PV24  "";""2015JJ00"";""     258"""
"""10010"";""A028204"";""60500"";""PV24  "";""2016JJ00"";""     258"""
"""10011"";""A028204"";""60500"";""PV24  "";""2017JJ00"";""     267"""
"""10012"";""A028204"";""60500"";""PV24  "";""2018JJ00"";""     259"""
"""10013"";""A028204"";""60500"";""PV24  "";""2019JJ00"";""     262"""
"""10014"";""A028204"";""60500"";""PV24  "";""2020JJ00"";""     244"""
"""10015"";""A028204"";""60500"";""PV24  "";""2021JJ00"";""     257"""
"""10016"";""A028204"";""60500"";""PV24  "";""2022JJ00"";""     241"""
"""10017"";""A028204"";""60500"";""PV25  "";""2014JJ00"";""     802"""
"""10018"";""A028204"";""60500"";""PV25  "";""2015JJ00"";""     745"""
"""10019"";""A028204"";""60500"";""PV25  "";""2016JJ00"";""     695"""
"""10020"";""A028204"";""60500"";""PV25  "";""2017JJ00"";""     629"""
"""10021"";""A028204"";""60500"";""PV25  "";""2018JJ00"";""     606"""
"""10022"";""A028204"";""60500"";""PV25  "";""2019JJ00"";""     584"""
"""10023"";""A028204"";""60500"";""PV25  "";""2020JJ00"";""     585"""
"""10024"";""A028204"";""60500"";""PV25  "";""2021JJ00"";""     567"""
"""10025"";""A028204"";""60500"";""PV25  "";""2022JJ00"";""     526"""
"""10026"";""A028204"";""60500"";""PV26  "";""2014JJ00"";""     603"""
"""10027"";""A028204"";""60500"";""PV26  "";""2015JJ00"";""     550"""
"""10028"";""A028204"";""60500"";""PV26  "";""2016JJ00"";""     518"""
"""10029"";""A028204"";""60500"";""PV26  "";""2017JJ00"";""     491"""
"""10030"";""A028204"";""60500"";""PV26  "";""2018JJ00"";""     474"""
"""10031"";""A028204"";""60500"";""PV26  "";""2019JJ00"";""     459"""
"""10032"";""A028204"";""60500"";""PV26  "";""2020JJ00"";""     439"""
"""10033"";""A028204"";""60500"";""PV26  "";""2021JJ00"";""     440"""
"""10034"";""A028204"";""60500"";""PV26  "";""2022JJ00"";""     413"""
"""10035"";""A028204"";""60500"";""PV27  "";""2014JJ00"";""    1544"""
"""10036"";""A028204"";""60500"";""PV27  "";""2015JJ00"";""    1439"""
"""10037"";""A028204"";""60500"";""PV27  "";""2016JJ00"";""    1360"""
"""10038"";""A028204"";""60500"";""PV27  "";""2017JJ00"";""    1289"""
"""10039"";""A028204"";""60500"";""PV27  "";""2018JJ00"";""    1199"""
"""10040"";""A028204"";""60500"";""PV27  "";""2019JJ00"";""    1128"""
"""10041"";""A028204"";""60500"";""PV27  "";""2020JJ00"";""    1115"""
"""10042"";""A028204"";""60500"";""PV27  "";""2021JJ00"";""    1069"""
"""10043"";""A028204"";""60500"";""PV27  "";""2022JJ00"";""    1018"""
"""10044"";""A028204"";""60500"";""PV28  "";""2014JJ00"";""    1751"""
"""10045"";""A028204"";""60500"";""PV28  "";""2015JJ00"";""    1666"""
"""10046"";""A028204"";""60500"";""PV28  "";""2016JJ00"";""    1544"""
"""10047"";""A028204"";""60500"";""PV28  "";""2017JJ00"";""    1458"""
"""10048"";""A028204"";""60500"";""PV28  "";""2018JJ00"";""    1363"""
"""10049"";""A028204"";""60500"";""PV28  "";""2019JJ00"";""    1268"""
"""10050"";""A028204"";""60500"";""PV28  "";""2020JJ00"";""    1207"""
"""10051"";""A028204"";""60500"";""PV28  "";""2021JJ00"";""    1162"""
"""10052"";""A028204"";""60500"";""PV28  "";""2022JJ00"";""    1115"""
"""10053"";""A028204"";""60500"";""PV29  "";""2014JJ00"";""     136"""
"""10054"";""A028204"";""60500"";""PV29  "";""2015JJ00"";""     124"""
"""10055"";""A028204"";""60500"";""PV29  "";""2016JJ00"";""     118"""
"""10056"";""A028204"";""60500"";""PV29  "";""2017JJ00"";""     113"""
"""10057"";""A028204"";""60500"";""PV29  "";""2018JJ00"";""     106"""
"""10058"";""A028204"";""60500"";""PV29  "";""2019JJ00"";""      90"""
"""10059"";""A028204"";""60500"";""PV29  "";""2020JJ00"";""      87"""
"""10060"";""A028204"";""60500"";""PV29  "";""2021JJ00"";""      82"""
"""10061"";""A028204"";""60500"";""PV29  "";""2022JJ00"";""      87"""
"""10062"";""A028204"";""60500"";""PV30  "";""2014JJ00"";""     876"""
"""10063"";""A028204"";""60500"";""PV30  "";""2015JJ00"";""     812"""
"""10064"";""A028204"";""60500"";""PV30  "";""2016JJ00"";""     735"""
"""10065"";""A028204"";""60500"";""PV30  "";""2017JJ00"";""     688"""
"""10066"";""A028204"";""60500"";""PV30  "";""2018JJ00"";""     646"""
"""10067"";""A028204"";""60500"";""PV30  "";""2019JJ00"";""     609"""
"""10068"";""A028204"";""60500"";""PV30  "";""2020JJ00"";""     589"""
"""10069"";""A028204"";""60500"";""PV30  "";""2021JJ00"";""     550"""
"""10070"";""A028204"";""60500"";""PV30  "";""2022JJ00"";""     534"""
"""10071"";""A028204"";""60500"";""PV31  "";""2014JJ00"";""     376"""
"""10072"";""A028204"";""60500"";""PV31  "";""2015JJ00"";""     361"""
"""10073"";""A028204"";""60500"";""PV31  "";""2016JJ00"";""     353"""
"""10074"";""A028204"";""60500"";""PV31  "";""2017JJ00"";""     318"""
"""10075"";""A028204"";""60500"";""PV31  "";""2018JJ00"";""     293"""
"""10076"";""A028204"";""60500"";""PV31  "";""2019JJ00"";""     282"""
"""10077"";""A028204"";""60500"";""PV31  "";""2020JJ00"";""     274"""
"""10078"";""A028204"";""60500"";""PV31  "";""2021JJ00"";""     259"""
"""10079"";""A028204"";""60500"";""PV31  "";""2022JJ00"";""     248"""
"""10080"";""A028204"";""60500"";""PV99  "";""2014JJ00"";""      20"""
"""10081"";""A028204"";""60500"";""PV99  "";""2015JJ00"";""      18"""
"""10082"";""A028204"";""60500"";""PV99  "";""2016JJ00"";""      18"""
"""10083"";""A028204"";""60500"";""PV99  "";""2017JJ00"";""      20"""
"""10084"";""A028204"";""60500"";""PV99  "";""2018JJ00"";""      17"""
"""10085"";""A028204"";""60500"";""PV99  "";""2019JJ00"";""      22"""
"""10086"";""A028204"";""60500"";""PV99  "";""2020JJ00"";""      14"""
"""10087"";""A028204"";""60500"";""PV99  "";""2021JJ00"";""      13"""
"""10088"";""A028204"";""60500"";""PV99  "";""2022JJ00"";""      14"""
"""10089"";""A028204"";""60600"";""NL01  "";""2014JJ00"";""    6535"""
"""10090"";""A028204"";""60600"";""NL01  "";""2015JJ00"";""    6837"""
"""10091"";""A028204"";""60600"";""NL01  "";""2016JJ00"";""    7315"""
"""10092"";""A028204"";""60600"";""NL01  "";""2017JJ00"";""    7592"""
"""10093"";""A028204"";""60600"";""NL01  "";""2018JJ00"";""    7877"""
"""10094"";""A028204"";""60600"";""NL01  "";""2019JJ00"";""    8006"""
"""10095"";""A028204"";""60600"";""NL01  "";""2020JJ00"";""    8126"""
"""10096"";""A028204"";""60600"";""NL01  "";""2021JJ00"";""    8233"""
"""10097"";""A028204"";""60600"";""NL01  "";""2022JJ00"";""    8051"""
"""10098"";""A028204"";""60600"";""LD01  "";""2014JJ00"";""     642"""
"""10099"";""A028204"";""60600"";""LD01  "";""2015JJ00"";""     675"""
"""10100"";""A028204"";""60600"";""LD01  "";""2016JJ00"";""     710"""
"""10101"";""A028204"";""60600"";""LD01  "";""2017JJ00"";""     745"""
"""10102"";""A028204"";""60600"";""LD01  "";""2018JJ00"";""     788"""
"""10103"";""A028204"";""60600"";""LD01  "";""2019JJ00"";""     837"""
"""10104"";""A028204"";""60600"";""LD01  "";""2020JJ00"";""     873"""
"""10105"";""A028204"";""60600"";""LD01  "";""2021JJ00"";""     891"""
"""10106"";""A028204"";""60600"";""LD01  "";""2022JJ00"";""     876"""
"""10107"";""A028204"";""60600"";""LD02  "";""2014JJ00"";""    1355"""
"""10108"";""A028204"";""60600"";""LD02  "";""2015JJ00"";""    1417"""
"""10109"";""A028204"";""60600"";""LD02  "";""2016JJ00"";""    1506"""
"""10110"";""A028204"";""60600"";""LD02  "";""2017JJ00"";""    1557"""
"""10111"";""A028204"";""60600"";""LD02  "";""2018JJ00"";""    1583"""
"""10112"";""A028204"";""60600"";""LD02  "";""2019JJ00"";""    1587"""
"""10113"";""A028204"";""60600"";""LD02  "";""2020JJ00"";""    1641"""
