"""ID"";""Population"";""Sex"";""PersonalCharacteristics"";""Margins"";""Periods"";""TrafficParticipation_1"";""UseOfPublicTransport_2"""
"""847"";""A048710"";""4000   "";""T009002"";""MOG0095"";""2021JJ00"";""    77.8"";""     4.4"""
"""848"";""A048710"";""4000   "";""T009002"";""MBG0095"";""2018JJ00"";""    83.4"";""     9.6"""
"""849"";""A048710"";""4000   "";""T009002"";""MBG0095"";""2019JJ00"";""    81.9"";""     9.6"""
"""850"";""A048710"";""4000   "";""T009002"";""MBG0095"";""2020JJ00"";""    73.8"";""     4.5"""
"""851"";""A048710"";""4000   "";""T009002"";""MBG0095"";""2021JJ00"";""    78.9"";""     4.9"""
"""852"";""A048710"";""4000   "";""51511  "";""MW00000"";""2018JJ00"";""    90.1"";""       ."""
"""853"";""A048710"";""4000   "";""51511  "";""MW00000"";""2019JJ00"";""    88.3"";""       ."""
"""854"";""A048710"";""4000   "";""51511  "";""MW00000"";""2020JJ00"";""    80.2"";""       ."""
"""855"";""A048710"";""4000   "";""51511  "";""MW00000"";""2021JJ00"";""    86.6"";""       ."""
"""856"";""A048710"";""4000   "";""51511  "";""MOG0095"";""2018JJ00"";""    88.4"";""       ."""
"""857"";""A048710"";""4000   "";""51511  "";""MOG0095"";""2019JJ00"";""    85.9"";""       ."""
"""858"";""A048710"";""4000   "";""51511  "";""MOG0095"";""2020JJ00"";""    78.0"";""       ."""
"""859"";""A048710"";""4000   "";""51511  "";""MOG0095"";""2021JJ00"";""    84.6"";""       ."""
"""860"";""A048710"";""4000   "";""51511  "";""MBG0095"";""2018JJ00"";""    91.7"";""       ."""
"""861"";""A048710"";""4000   "";""51511  "";""MBG0095"";""2019JJ00"";""    90.3"";""       ."""
"""862"";""A048710"";""4000   "";""51511  "";""MBG0095"";""2020JJ00"";""    82.2"";""       ."""
"""863"";""A048710"";""4000   "";""51511  "";""MBG0095"";""2021JJ00"";""    88.3"";""       ."""
"""864"";""A048710"";""4000   "";""52020  "";""MW00000"";""2018JJ00"";""    86.9"";""    13.3"""
"""865"";""A048710"";""4000   "";""52020  "";""MW00000"";""2019JJ00"";""    86.4"";""    12.2"""
"""866"";""A048710"";""4000   "";""52020  "";""MW00000"";""2020JJ00"";""    75.0"";""     6.4"""
"""867"";""A048710"";""4000   "";""52020  "";""MW00000"";""2021JJ00"";""    80.3"";""     7.1"""
"""868"";""A048710"";""4000   "";""52020  "";""MOG0095"";""2018JJ00"";""    85.1"";""    11.8"""
"""869"";""A048710"";""4000   "";""52020  "";""MOG0095"";""2019JJ00"";""    84.2"";""    10.7"""
"""870"";""A048710"";""4000   "";""52020  "";""MOG0095"";""2020JJ00"";""    72.9"";""     5.4"""
"""871"";""A048710"";""4000   "";""52020  "";""MOG0095"";""2021JJ00"";""    78.4"";""     6.1"""
"""872"";""A048710"";""4000   "";""52020  "";""MBG0095"";""2018JJ00"";""    88.6"";""    14.8"""
"""873"";""A048710"";""4000   "";""52020  "";""MBG0095"";""2019JJ00"";""    88.4"";""    13.9"""
"""874"";""A048710"";""4000   "";""52020  "";""MBG0095"";""2020JJ00"";""    76.9"";""     7.5"""
"""875"";""A048710"";""4000   "";""52020  "";""MBG0095"";""2021JJ00"";""    82.1"";""     8.4"""
"""876"";""A048710"";""4000   "";""53105  "";""MW00000"";""2018JJ00"";""    87.9"";""    26.6"""
"""877"";""A048710"";""4000   "";""53105  "";""MW00000"";""2019JJ00"";""    85.8"";""    27.4"""
"""878"";""A048710"";""4000   "";""53105  "";""MW00000"";""2020JJ00"";""    75.9"";""    14.5"""
"""879"";""A048710"";""4000   "";""53105  "";""MW00000"";""2021JJ00"";""    81.0"";""    17.2"""
"""880"";""A048710"";""4000   "";""53105  "";""MOG0095"";""2018JJ00"";""    86.0"";""    24.6"""
"""881"";""A048710"";""4000   "";""53105  "";""MOG0095"";""2019JJ00"";""    83.7"";""    25.3"""
"""882"";""A048710"";""4000   "";""53105  "";""MOG0095"";""2020JJ00"";""    74.0"";""    13.1"""
"""883"";""A048710"";""4000   "";""53105  "";""MOG0095"";""2021JJ00"";""    79.5"";""    15.9"""
"""884"";""A048710"";""4000   "";""53105  "";""MBG0095"";""2018JJ00"";""    89.7"";""    28.6"""
"""885"";""A048710"";""4000   "";""53105  "";""MBG0095"";""2019JJ00"";""    87.7"";""    29.5"""
"""886"";""A048710"";""4000   "";""53105  "";""MBG0095"";""2020JJ00"";""    77.6"";""    16.0"""
"""887"";""A048710"";""4000   "";""53105  "";""MBG0095"";""2021JJ00"";""    82.5"";""    18.7"""
"""888"";""A048710"";""4000   "";""53500  "";""MW00000"";""2018JJ00"";""    89.7"";""    14.2"""
"""889"";""A048710"";""4000   "";""53500  "";""MW00000"";""2019JJ00"";""    86.5"";""    13.0"""
"""890"";""A048710"";""4000   "";""53500  "";""MW00000"";""2020JJ00"";""    77.9"";""     6.1"""
"""891"";""A048710"";""4000   "";""53500  "";""MW00000"";""2021JJ00"";""    81.6"";""     7.0"""
"""892"";""A048710"";""4000   "";""53500  "";""MOG0095"";""2018JJ00"";""    88.3"";""    12.9"""
"""893"";""A048710"";""4000   "";""53500  "";""MOG0095"";""2019JJ00"";""    84.9"";""    11.8"""
"""894"";""A048710"";""4000   "";""53500  "";""MOG0095"";""2020JJ00"";""    76.5"";""     5.4"""
"""895"";""A048710"";""4000   "";""53500  "";""MOG0095"";""2021JJ00"";""    80.3"";""     6.3"""
"""896"";""A048710"";""4000   "";""53500  "";""MBG0095"";""2018JJ00"";""    90.9"";""    15.5"""
"""897"";""A048710"";""4000   "";""53500  "";""MBG0095"";""2019JJ00"";""    87.9"";""    14.3"""
"""898"";""A048710"";""4000   "";""53500  "";""MBG0095"";""2020JJ00"";""    79.2"";""     6.8"""
"""899"";""A048710"";""4000   "";""53500  "";""MBG0095"";""2021JJ00"";""    82.8"";""     7.8"""
"""900"";""A048710"";""4000   "";""53705  "";""MW00000"";""2018JJ00"";""    86.8"";""     7.6"""
"""901"";""A048710"";""4000   "";""53705  "";""MW00000"";""2019JJ00"";""    86.4"";""     7.7"""
"""902"";""A048710"";""4000   "";""53705  "";""MW00000"";""2020JJ00"";""    78.5"";""     3.2"""
"""903"";""A048710"";""4000   "";""53705  "";""MW00000"";""2021JJ00"";""    82.4"";""     3.2"""
"""904"";""A048710"";""4000   "";""53705  "";""MOG0095"";""2018JJ00"";""    85.6"";""     6.8"""
"""905"";""A048710"";""4000   "";""53705  "";""MOG0095"";""2019JJ00"";""    85.0"";""     6.9"""
"""906"";""A048710"";""4000   "";""53705  "";""MOG0095"";""2020JJ00"";""    77.3"";""     2.8"""
"""907"";""A048710"";""4000   "";""53705  "";""MOG0095"";""2021JJ00"";""    81.3"";""     2.7"""
"""908"";""A048710"";""4000   "";""53705  "";""MBG0095"";""2018JJ00"";""    88.0"";""     8.4"""
"""909"";""A048710"";""4000   "";""53705  "";""MBG0095"";""2019JJ00"";""    87.7"";""     8.6"""
"""910"";""A048710"";""4000   "";""53705  "";""MBG0095"";""2020JJ00"";""    79.6"";""     3.8"""
"""911"";""A048710"";""4000   "";""53705  "";""MBG0095"";""2021JJ00"";""    83.5"";""     3.7"""
"""912"";""A048710"";""4000   "";""53850  "";""MW00000"";""2018JJ00"";""    84.0"";""     6.2"""
"""913"";""A048710"";""4000   "";""53850  "";""MW00000"";""2019JJ00"";""    83.2"";""     6.9"""
"""914"";""A048710"";""4000   "";""53850  "";""MW00000"";""2020JJ00"";""    76.8"";""     2.5"""
"""915"";""A048710"";""4000   "";""53850  "";""MW00000"";""2021JJ00"";""    81.1"";""     2.6"""
"""916"";""A048710"";""4000   "";""53850  "";""MOG0095"";""2018JJ00"";""    82.8"";""     5.5"""
"""917"";""A048710"";""4000   "";""53850  "";""MOG0095"";""2019JJ00"";""    81.9"";""     6.2"""
"""918"";""A048710"";""4000   "";""53850  "";""MOG0095"";""2020JJ00"";""    75.7"";""     2.1"""
"""919"";""A048710"";""4000   "";""53850  "";""MOG0095"";""2021JJ00"";""    80.0"";""     2.2"""
"""920"";""A048710"";""4000   "";""53850  "";""MBG0095"";""2018JJ00"";""    85.2"";""     6.9"""
"""921"";""A048710"";""4000   "";""53850  "";""MBG0095"";""2019JJ00"";""    84.5"";""     7.7"""
"""922"";""A048710"";""4000   "";""53850  "";""MBG0095"";""2020JJ00"";""    78.0"";""     3.0"""
"""923"";""A048710"";""4000   "";""53850  "";""MBG0095"";""2021JJ00"";""    82.2"";""     3.0"""
"""924"";""A048710"";""4000   "";""53925  "";""MW00000"";""2018JJ00"";""    75.4"";""     5.0"""
"""925"";""A048710"";""4000   "";""53925  "";""MW00000"";""2019JJ00"";""    72.4"";""     5.4"""
"""926"";""A048710"";""4000   "";""53925  "";""MW00000"";""2020JJ00"";""    66.0"";""     2.2"""
"""927"";""A048710"";""4000   "";""53925  "";""MW00000"";""2021JJ00"";""    73.5"";""     2.0"""
"""928"";""A048710"";""4000   "";""53925  "";""MOG0095"";""2018JJ00"";""    73.4"";""     4.1"""
"""929"";""A048710"";""4000   "";""53925  "";""MOG0095"";""2019JJ00"";""    70.4"";""     4.6"""
"""930"";""A048710"";""4000   "";""53925  "";""MOG0095"";""2020JJ00"";""    64.3"";""     1.7"""
"""931"";""A048710"";""4000   "";""53925  "";""MOG0095"";""2021JJ00"";""    72.0"";""     1.5"""
"""932"";""A048710"";""4000   "";""53925  "";""MBG0095"";""2018JJ00"";""    77.2"";""     6.0"""
"""933"";""A048710"";""4000   "";""53925  "";""MBG0095"";""2019JJ00"";""    74.4"";""     6.4"""
"""934"";""A048710"";""4000   "";""53925  "";""MBG0095"";""2020JJ00"";""    67.6"";""     2.8"""
"""935"";""A048710"";""4000   "";""53925  "";""MBG0095"";""2021JJ00"";""    75.0"";""     2.5"""
"""936"";""A048710"";""4000   "";""21600  "";""MW00000"";""2018JJ00"";""    57.3"";""     3.2"""
"""937"";""A048710"";""4000   "";""21600  "";""MW00000"";""2019JJ00"";""    56.0"";""     2.8"""
"""938"";""A048710"";""4000   "";""21600  "";""MW00000"";""2020JJ00"";""    47.7"";""       ."""
"""939"";""A048710"";""4000   "";""21600  "";""MW00000"";""2021JJ00"";""    55.9"";""     1.5"""
"""940"";""A048710"";""4000   "";""21600  "";""MOG0095"";""2018JJ00"";""    54.9"";""     2.5"""
"""941"";""A048710"";""4000   "";""21600  "";""MOG0095"";""2019JJ00"";""    53.7"";""     2.2"""
"""942"";""A048710"";""4000   "";""21600  "";""MOG0095"";""2020JJ00"";""    45.8"";""       ."""
"""943"";""A048710"";""4000   "";""21600  "";""MOG0095"";""2021JJ00"";""    54.0"";""     1.1"""
"""944"";""A048710"";""4000   "";""21600  "";""MBG0095"";""2018JJ00"";""    59.6"";""     4.1"""
"""945"";""A048710"";""4000   "";""21600  "";""MBG0095"";""2019JJ00"";""    58.2"";""     3.6"""
"""946"";""A048710"";""4000   "";""21600  "";""MBG0095"";""2020JJ00"";""    49.6"";""       ."""
"""947"";""A048710"";""4000   "";""21600  "";""MBG0095"";""2021JJ00"";""    57.7"";""     2.1"""
"""948"";""A048710"";""4000   "";""1012600"";""MW00000"";""2018JJ00"";""    84.6"";""     7.4"""
"""949"";""A048710"";""4000   "";""1012600"";""MW00000"";""2019JJ00"";""    82.9"";""     7.5"""
"""950"";""A048710"";""4000   "";""1012600"";""MW00000"";""2020JJ00"";""    76.7"";""     3.4"""
"""951"";""A048710"";""4000   "";""1012600"";""MW00000"";""2021JJ00"";""    81.0"";""     3.5"""
"""952"";""A048710"";""4000   "";""1012600"";""MOG0095"";""2018JJ00"";""    84.0"";""     7.0"""
"""953"";""A048710"";""4000   "";""1012600"";""MOG0095"";""2019JJ00"";""    82.2"";""     7.1"""
"""954"";""A048710"";""4000   "";""1012600"";""MOG0095"";""2020JJ00"";""    76.1"";""     3.1"""
"""955"";""A048710"";""4000   "";""1012600"";""MOG0095"";""2021JJ00"";""    80.4"";""     3.3"""
"""956"";""A048710"";""4000   "";""1012600"";""MBG0095"";""2018JJ00"";""    85.2"";""     7.8"""
"""957"";""A048710"";""4000   "";""1012600"";""MBG0095"";""2019JJ00"";""    83.6"";""     7.9"""
"""958"";""A048710"";""4000   "";""1012600"";""MBG0095"";""2020JJ00"";""    77.3"";""     3.6"""
"""959"";""A048710"";""4000   "";""1012600"";""MBG0095"";""2021JJ00"";""    81.6"";""     3.8"""
"""960"";""A048710"";""4000   "";""2012655"";""MW00000"";""2018JJ00"";""    80.3"";""    11.9"""
"""961"";""A048710"";""4000   "";""2012655"";""MW00000"";""2019JJ00"";""    79.0"";""    12.3"""
"""962"";""A048710"";""4000   "";""2012655"";""MW00000"";""2020JJ00"";""    68.5"";""     5.5"""
"""963"";""A048710"";""4000   "";""2012655"";""MW00000"";""2021JJ00"";""    75.0"";""     5.6"""
"""964"";""A048710"";""4000   "";""2012655"";""MOG0095"";""2018JJ00"";""    78.2"";""    10.5"""
"""965"";""A048710"";""4000   "";""2012655"";""MOG0095"";""2019JJ00"";""    76.9"";""    11.0"""
"""966"";""A048710"";""4000   "";""2012655"";""MOG0095"";""2020JJ00"";""    66.7"";""     4.8"""
"""967"";""A048710"";""4000   "";""2012655"";""MOG0095"";""2021JJ00"";""    73.3"";""     4.9"""
"""968"";""A048710"";""4000   "";""2012655"";""MBG0095"";""2018JJ00"";""    82.2"";""    13.4"""
"""969"";""A048710"";""4000   "";""2012655"";""MBG0095"";""2019JJ00"";""    80.9"";""    13.9"""
"""970"";""A048710"";""4000   "";""2012655"";""MBG0095"";""2020JJ00"";""    70.2"";""     6.4"""
"""971"";""A048710"";""4000   "";""2012655"";""MBG0095"";""2021JJ00"";""    76.6"";""     6.4"""
"""972"";""A048710"";""4000   "";""2012657"";""MW00000"";""2018JJ00"";""    74.8"";""    17.8"""
"""973"";""A048710"";""4000   "";""2012657"";""MW00000"";""2019JJ00"";""    73.6"";""    16.7"""
"""974"";""A048710"";""4000   "";""2012657"";""MW00000"";""2020JJ00"";""    57.7"";""     8.1"""
"""975"";""A048710"";""4000   "";""2012657"";""MW00000"";""2021JJ00"";""    66.6"";""    10.1"""
"""976"";""A048710"";""4000   "";""2012657"";""MOG0095"";""2018JJ00"";""    72.9"";""    16.3"""
"""977"";""A048710"";""4000   "";""2012657"";""MOG0095"";""2019JJ00"";""    71.7"";""    15.3"""
"""978"";""A048710"";""4000   "";""2012657"";""MOG0095"";""2020JJ00"";""    56.1"";""     7.2"""
"""979"";""A048710"";""4000   "";""2012657"";""MOG0095"";""2021JJ00"";""    65.1"";""     9.2"""
"""980"";""A048710"";""4000   "";""2012657"";""MBG0095"";""2018JJ00"";""    76.5"";""    19.4"""
"""981"";""A048710"";""4000   "";""2012657"";""MBG0095"";""2019JJ00"";""    75.4"";""    18.2"""
"""982"";""A048710"";""4000   "";""2012657"";""MBG0095"";""2020JJ00"";""    59.3"";""     9.0"""
"""983"";""A048710"";""4000   "";""2012657"";""MBG0095"";""2021JJ00"";""    68.1"";""    11.1"""
"""984"";""A048710"";""4000   "";""1014752"";""MW00000"";""2018JJ00"";""    76.3"";""    13.4"""
"""985"";""A048710"";""4000   "";""1014752"";""MW00000"";""2019JJ00"";""    74.0"";""    13.6"""
"""986"";""A048710"";""4000   "";""1014752"";""MW00000"";""2020JJ00"";""    61.5"";""     6.3"""
"""987"";""A048710"";""4000   "";""1014752"";""MW00000"";""2021JJ00"";""    70.0"";""     7.8"""
"""988"";""A048710"";""4000   "";""1014752"";""MOG0095"";""2018JJ00"";""    74.6"";""    12.2"""
"""989"";""A048710"";""4000   "";""1014752"";""MOG0095"";""2019JJ00"";""    72.3"";""    12.4"""
"""990"";""A048710"";""4000   "";""1014752"";""MOG0095"";""2020JJ00"";""    59.9"";""     5.6"""
"""991"";""A048710"";""4000   "";""1014752"";""MOG0095"";""2021JJ00"";""    68.5"";""     7.0"""
"""992"";""A048710"";""4000   "";""1014752"";""MBG0095"";""2018JJ00"";""    77.9"";""    14.6"""
"""993"";""A048710"";""4000   "";""1014752"";""MBG0095"";""2019JJ00"";""    75.7"";""    14.9"""
"""994"";""A048710"";""4000   "";""1014752"";""MBG0095"";""2020JJ00"";""    63.1"";""     7.1"""
"""995"";""A048710"";""4000   "";""1014752"";""MBG0095"";""2021JJ00"";""    71.4"";""     8.7"""
"""996"";""A048710"";""4000   "";""1014753"";""MW00000"";""2018JJ00"";""    75.7"";""     7.3"""
"""997"";""A048710"";""4000   "";""1014753"";""MW00000"";""2019JJ00"";""    75.0"";""     7.3"""
"""998"";""A048710"";""4000   "";""1014753"";""MW00000"";""2020JJ00"";""    65.2"";""     3.9"""
"""999"";""A048710"";""4000   "";""1014753"";""MW00000"";""2021JJ00"";""    72.1"";""     4.7"""
"""1000"";""A048710"";""4000   "";""1014753"";""MOG0095"";""2018JJ00"";""    74.2"";""     6.6"""
"""1001"";""A048710"";""4000   "";""1014753"";""MOG0095"";""2019JJ00"";""    73.4"";""     6.5"""
"""1002"";""A048710"";""4000   "";""1014753"";""MOG0095"";""2020JJ00"";""    63.9"";""     3.4"""
"""1003"";""A048710"";""4000   "";""1014753"";""MOG0095"";""2021JJ00"";""    70.9"";""     4.2"""
"""1004"";""A048710"";""4000   "";""1014753"";""MBG0095"";""2018JJ00"";""    77.1"";""     8.2"""
"""1005"";""A048710"";""4000   "";""1014753"";""MBG0095"";""2019JJ00"";""    76.4"";""     8.1"""
"""1006"";""A048710"";""4000   "";""1014753"";""MBG0095"";""2020JJ00"";""    66.6"";""     4.5"""
"""1007"";""A048710"";""4000   "";""1014753"";""MBG0095"";""2021JJ00"";""    73.4"";""     5.3"""
"""1008"";""A048710"";""4000   "";""1014754"";""MW00000"";""2018JJ00"";""    85.7"";""     8.4"""
"""1009"";""A048710"";""4000   "";""1014754"";""MW00000"";""2019JJ00"";""    82.8"";""     8.3"""
"""1010"";""A048710"";""4000   "";""1014754"";""MW00000"";""2020JJ00"";""    76.1"";""     4.1"""
"""1011"";""A048710"";""4000   "";""1014754"";""MW00000"";""2021JJ00"";""    80.2"";""     4.3"""
"""1012"";""A048710"";""4000   "";""1014754"";""MOG0095"";""2018JJ00"";""    84.5"";""     7.6"""
"""1013"";""A048710"";""4000   "";""1014754"";""MOG0095"";""2019JJ00"";""    81.4"";""     7.4"""
"""1014"";""A048710"";""4000   "";""1014754"";""MOG0095"";""2020JJ00"";""    74.9"";""     3.6"""
"""1015"";""A048710"";""4000   "";""1014754"";""MOG0095"";""2021JJ00"";""    79.1"";""     3.8"""
"""1016"";""A048710"";""4000   "";""1014754"";""MBG0095"";""2018JJ00"";""    86.9"";""     9.3"""
"""1017"";""A048710"";""4000   "";""1014754"";""MBG0095"";""2019JJ00"";""    84.1"";""     9.1"""
"""1018"";""A048710"";""4000   "";""1014754"";""MBG0095"";""2020JJ00"";""    77.3"";""     4.7"""
"""1019"";""A048710"";""4000   "";""1014754"";""MBG0095"";""2021JJ00"";""    81.3"";""     4.8"""
"""1020"";""A048710"";""4000   "";""1014755"";""MW00000"";""2018JJ00"";""    87.5"";""     8.1"""
"""1021"";""A048710"";""4000   "";""1014755"";""MW00000"";""2019JJ00"";""    86.5"";""     8.7"""
"""1022"";""A048710"";""4000   "";""1014755"";""MW00000"";""2020JJ00"";""    79.6"";""     3.5"""
"""1023"";""A048710"";""4000   "";""1014755"";""MW00000"";""2021JJ00"";""    83.5"";""     3.4"""
"""1024"";""A048710"";""4000   "";""1014755"";""MOG0095"";""2018JJ00"";""    86.3"";""     7.3"""
"""1025"";""A048710"";""4000   "";""1014755"";""MOG0095"";""2019JJ00"";""    85.2"";""     7.9"""
"""1026"";""A048710"";""4000   "";""1014755"";""MOG0095"";""2020JJ00"";""    78.5"";""     3.1"""
"""1027"";""A048710"";""4000   "";""1014755"";""MOG0095"";""2021JJ00"";""    82.5"";""     2.9"""
"""1028"";""A048710"";""4000   "";""1014755"";""MBG0095"";""2018JJ00"";""    88.6"";""     8.9"""
"""1029"";""A048710"";""4000   "";""1014755"";""MBG0095"";""2019JJ00"";""    87.6"";""     9.5"""
"""1030"";""A048710"";""4000   "";""1014755"";""MBG0095"";""2020JJ00"";""    80.7"";""     4.0"""
"""1031"";""A048710"";""4000   "";""1014755"";""MBG0095"";""2021JJ00"";""    84.4"";""     3.8"""
"""1032"";""A048710"";""4000   "";""1014756"";""MW00000"";""2018JJ00"";""    87.6"";""     8.9"""
"""1033"";""A048710"";""4000   "";""1014756"";""MW00000"";""2019JJ00"";""    86.3"";""     8.6"""
"""1034"";""A048710"";""4000   "";""1014756"";""MW00000"";""2020JJ00"";""    80.7"";""     3.6"""
"""1035"";""A048710"";""4000   "";""1014756"";""MW00000"";""2021JJ00"";""    83.7"";""     3.3"""
"""1036"";""A048710"";""4000   "";""1014756"";""MOG0095"";""2018JJ00"";""    86.4"";""     8.1"""
"""1037"";""A048710"";""4000   "";""1014756"";""MOG0095"";""2019JJ00"";""    84.9"";""     7.8"""
"""1038"";""A048710"";""4000   "";""1014756"";""MOG0095"";""2020JJ00"";""    79.7"";""     3.2"""
"""1039"";""A048710"";""4000   "";""1014756"";""MOG0095"";""2021JJ00"";""    82.6"";""     2.9"""
"""1040"";""A048710"";""4000   "";""1014756"";""MBG0095"";""2018JJ00"";""    88.7"";""     9.7"""
"""1041"";""A048710"";""4000   "";""1014756"";""MBG0095"";""2019JJ00"";""    87.6"";""     9.4"""
"""1042"";""A048710"";""4000   "";""1014756"";""MBG0095"";""2020JJ00"";""    81.7"";""     4.1"""
"""1043"";""A048710"";""4000   "";""1014756"";""MBG0095"";""2021JJ00"";""    84.7"";""     3.8"""
"""1044"";""A048710"";""4000   "";""2030530"";""MW00000"";""2018JJ00"";""    89.2"";""    42.3"""
"""1045"";""A048710"";""4000   "";""2030530"";""MW00000"";""2019JJ00"";""    88.5"";""    44.9"""
"""1046"";""A048710"";""4000   "";""2030530"";""MW00000"";""2020JJ00"";""    74.1"";""    20.8"""
"""1047"";""A048710"";""4000   "";""2030530"";""MW00000"";""2021JJ00"";""    82.5"";""    26.3"""
"""1048"";""A048710"";""4000   "";""2030530"";""MOG0095"";""2018JJ00"";""    86.7"";""    39.4"""
"""1049"";""A048710"";""4000   "";""2030530"";""MOG0095"";""2019JJ00"";""    85.9"";""    41.8"""
"""1050"";""A048710"";""4000   "";""2030530"";""MOG0095"";""2020JJ00"";""    71.7"";""    18.8"""
"""1051"";""A048710"";""4000   "";""2030530"";""MOG0095"";""2021JJ00"";""    80.6"";""    24.2"""
"""1052"";""A048710"";""4000   "";""2030530"";""MBG0095"";""2018JJ00"";""    91.3"";""    45.2"""
"""1053"";""A048710"";""4000   "";""2030530"";""MBG0095"";""2019JJ00"";""    90.6"";""    48.0"""
"""1054"";""A048710"";""4000   "";""2030530"";""MBG0095"";""2020JJ00"";""    76.3"";""    23.0"""
"""1055"";""A048710"";""4000   "";""2030530"";""MBG0095"";""2021JJ00"";""    84.2"";""    28.5"""
"""1056"";""A048710"";""4000   "";""2030540"";""MW00000"";""2018JJ00"";""    97.6"";""       ."""
"""1057"";""A048710"";""4000   "";""2030540"";""MW00000"";""2019JJ00"";""    88.9"";""       ."""
"""1058"";""A048710"";""4000   "";""2030540"";""MW00000"";""2020JJ00"";""    84.4"";""       ."""
"""1059"";""A048710"";""4000   "";""2030540"";""MW00000"";""2021JJ00"";""    83.8"";""       ."""
"""1060"";""A048710"";""4000   "";""2030540"";""MOG0095"";""2018JJ00"";""    92.0"";""       ."""
"""1061"";""A048710"";""4000   "";""2030540"";""MOG0095"";""2019JJ00"";""    81.4"";""       ."""
"""1062"";""A048710"";""4000   "";""2030540"";""MOG0095"";""2020JJ00"";""    77.3"";""       ."""
"""1063"";""A048710"";""4000   "";""2030540"";""MOG0095"";""2021JJ00"";""    76.7"";""       ."""
"""1064"";""A048710"";""4000   "";""2030540"";""MBG0095"";""2018JJ00"";""    99.3"";""       ."""
"""1065"";""A048710"";""4000   "";""2030540"";""MBG0095"";""2019JJ00"";""    93.6"";""       ."""
"""1066"";""A048710"";""4000   "";""2030540"";""MBG0095"";""2020JJ00"";""    89.6"";""       ."""
"""1067"";""A048710"";""4000   "";""2030540"";""MBG0095"";""2021JJ00"";""    89.0"";""       ."""
"""1068"";""A048710"";""4000   "";""2030550"";""MW00000"";""2018JJ00"";""    82.5"";""     7.6"""
"""1069"";""A048710"";""4000   "";""2030550"";""MW00000"";""2019JJ00"";""    80.9"";""     7.4"""
"""1070"";""A048710"";""4000   "";""2030550"";""MW00000"";""2020JJ00"";""    73.2"";""     3.4"""
"""1071"";""A048710"";""4000   "";""2030550"";""MW00000"";""2021JJ00"";""    78.1"";""     3.5"""
"""1072"";""A048710"";""4000   "";""2030550"";""MOG0095"";""2018JJ00"";""    81.9"";""     7.2"""
"""1073"";""A048710"";""4000   "";""2030550"";""MOG0095"";""2019JJ00"";""    80.2"";""     7.1"""
"""1074"";""A048710"";""4000   "";""2030550"";""MOG0095"";""2020JJ00"";""    72.6"";""     3.2"""
"""1075"";""A048710"";""4000   "";""2030550"";""MOG0095"";""2021JJ00"";""    77.6"";""     3.2"""
"""1076"";""A048710"";""4000   "";""2030550"";""MBG0095"";""2018JJ00"";""    83.1"";""     7.9"""
"""1077"";""A048710"";""4000   "";""2030550"";""MBG0095"";""2019JJ00"";""    81.5"";""     7.8"""
"""1078"";""A048710"";""4000   "";""2030550"";""MBG0095"";""2020JJ00"";""    73.7"";""     3.6"""
"""1079"";""A048710"";""4000   "";""2030550"";""MBG0095"";""2021JJ00"";""    78.6"";""     3.7"""
"""1080"";""A048710"";""4000   "";""2018700"";""MW00000"";""2018JJ00"";""    71.8"";""     6.1"""
"""1081"";""A048710"";""4000   "";""2018700"";""MW00000"";""2019JJ00"";""    69.9"";""     5.9"""
"""1082"";""A048710"";""4000   "";""2018700"";""MW00000"";""2020JJ00"";""    60.4"";""     3.1"""
"""1083"";""A048710"";""4000   "";""2018700"";""MW00000"";""2021JJ00"";""    68.0"";""     3.3"""
"""1084"";""A048710"";""4000   "";""2018700"";""MOG0095"";""2018JJ00"";""    70.4"";""     5.4"""
"""1085"";""A048710"";""4000   "";""2018700"";""MOG0095"";""2019JJ00"";""    68.4"";""     5.3"""
"""1086"";""A048710"";""4000   "";""2018700"";""MOG0095"";""2020JJ00"";""    59.1"";""     2.7"""
"""1087"";""A048710"";""4000   "";""2018700"";""MOG0095"";""2021JJ00"";""    66.8"";""     2.9"""
"""1088"";""A048710"";""4000   "";""2018700"";""MBG0095"";""2018JJ00"";""    73.1"";""     6.7"""
"""1089"";""A048710"";""4000   "";""2018700"";""MBG0095"";""2019JJ00"";""    71.2"";""     6.6"""
"""1090"";""A048710"";""4000   "";""2018700"";""MBG0095"";""2020JJ00"";""    61.6"";""     3.5"""
"""1091"";""A048710"";""4000   "";""2018700"";""MBG0095"";""2021JJ00"";""    69.2"";""     3.8"""
"""1092"";""A048710"";""4000   "";""2018740"";""MW00000"";""2018JJ00"";""    86.8"";""    10.6"""
"""1093"";""A048710"";""4000   "";""2018740"";""MW00000"";""2019JJ00"";""    85.2"";""    10.0"""
"""1094"";""A048710"";""4000   "";""2018740"";""MW00000"";""2020JJ00"";""    76.5"";""     4.9"""
"""1095"";""A048710"";""4000   "";""2018740"";""MW00000"";""2021JJ00"";""    81.6"";""     6.2"""
"""1096"";""A048710"";""4000   "";""2018740"";""MOG0095"";""2018JJ00"";""    85.8"";""     9.9"""
"""1097"";""A048710"";""4000   "";""2018740"";""MOG0095"";""2019JJ00"";""    84.1"";""     9.2"""
"""1098"";""A048710"";""4000   "";""2018740"";""MOG0095"";""2020JJ00"";""    75.5"";""     4.4"""
"""1099"";""A048710"";""4000   "";""2018740"";""MOG0095"";""2021JJ00"";""    80.6"";""     5.7"""
